Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Target
-1.3224579567435701,1.7481132645881816,-1.3510743662080213,-1.4459209513551972,1.7926591705777852,-2.741315774523594,0
0.054934110999848726,0.6956165855742099,-1.2457173764463845,0.07330998429542634,0.5508765633889569,-1.326262552945681,1
1.8577023435377324,-0.8395240541952382,1.4974316831796264,1.3240235756260161,-1.0186115362250665,1.0879929262927504,1
-1.7518288067517191,-0.21559811931843245,-1.1543626682329844,2.777597511863826,-0.8720982053083005,-0.6052704784921703,0
-0.009300321138614417,0.22015984415020126,0.00020706491819709385,-0.6776840439056677,0.34989236250044076,-0.16538155007852018,0
0.24300472205439969,-2.101131034633285,0.9500158286696456,3.0402779245336147,-2.480859438339188,2.8222311609211648,1
0.36414029605466136,0.15480375055344925,0.1493634822711889,-0.25609413086502486,0.19081980583000455,-0.19628257061994958,1
0.5212799050138145,-0.03870931330897555,-0.7146806769904318,-0.042585889530903476,-0.021010690277989765,0.08777843129015706,1
-1.2417605754816243,0.25354270407334917,0.2577525401427507,-1.5553014671726297,0.5970160032500273,0.09076439117403945,1
-0.0007085945766459172,0.9992716819509995,-0.31305803052315434,-1.1486789198769511,1.1054199976818344,-1.4500960205707163,0
-0.5388418561927383,-0.4132842596979104,0.26044226333355597,-0.7544054647204922,-0.14925274040044212,1.04595911344865,1
2.088442772869925,0.0342458233430231,1.0213832954293984,-1.4423809407933739,0.38927900518141434,0.45950527153441667,1
-1.7690759048891183,0.5096385664708653,-0.025574312191994436,-0.9323991906851191,0.650574135450134,-0.6137847096401698,0
-0.29983819627488056,-0.4835669711228422,-0.24338397937501807,-2.5244023897136074,0.2365422170418768,1.8196632146128655,1
-0.9263811299815384,-0.32719919437140604,0.47363207681145447,0.14496917450032587,-0.30406253628597674,0.5587087380473019,1
0.31318447386498,0.3079127681043336,1.3286408282482312,0.9790010818077348,0.0067734199325769785,-0.9306014814648074,0
-1.8831502080585838,0.27282667431893703,0.7127120288613313,2.370541664545275,-0.3704598539090155,-1.370085159458374,0
-1.0158788269899783,-1.6782675690853426,-0.9933586995819507,2.359697080268391,-1.9643649413468254,2.2791794566003505,1
0.6979032725390276,-0.14736377964957467,1.4033699701251907,0.13529862227367517,-0.15447739716248082,0.22622284116672953,1
0.2927154821418534,-0.1959687471695725,-1.2883076174635377,2.6169036158776837,-0.8157881098230716,-0.5836238223252757,0
-1.2390527025266425,0.7864062285742532,-0.10343122429028392,-1.2711230978053822,0.9618947950856919,-1.0079495473052944,1
-0.059415181272494094,-0.4104935000065873,0.9495945713644882,0.5340528463535862,-0.46967287917082107,0.5731201994134124,1
-0.16563141031763223,0.3745205508956538,-0.5938114080687051,1.0046726555753722,0.05485032579810882,-1.064365270993707,0
-0.6004235657387051,1.516621490098528,1.4196030045136372,-1.3741951094811788,1.5852603483012226,-2.3348396184351183,0
-1.308820399119112,0.7522331132525089,1.360658595838651,-1.0768256274074688,0.8852669878658376,-1.0146192531014662,0
-2.100026507651624,-0.36463385717519886,0.3676492929914216,-2.219531206398406,0.25751043588804007,1.4868064281706175,1
